City,State,SizeRank,Date,Sell_Price
Truckee,CA,337,2010-01-01,329700
Shelby,NC,340,2010-01-01,NA
Victoria,TX,347,2010-01-01,125400
The Villages,FL,349,2010-01-01,166500
Elmira,NY,362,2010-01-01,NA
Pinehurst-Southern Pines,NC,365,2010-01-01,199300
Ukiah,CA,366,2010-01-01,248000
Huntsville,TX,377,2010-01-01,140400
Plattsburgh,NY,378,2010-01-01,112900
Wilson,NC,384,2010-01-01,NA
Olean,NY,386,2010-01-01,66700
Auburn,NY,387,2010-01-01,91000
Athens,TX,388,2010-01-01,NA
Palatka,FL,400,2010-01-01,NA
Mount Airy,NC,402,2010-01-01,91400
North Wilkesboro,NC,415,2010-01-01,NA
Forest City,NC,417,2010-01-01,NA
Lake City,FL,418,2010-01-01,132100
Morehead City,NC,422,2010-01-01,230900
Clearlake,CA,427,2010-01-01,135400
Red Bluff,CA,432,2010-01-01,NA
Hudson,NY,433,2010-01-01,203000
Oneonta,NY,436,2010-01-01,NA
Albemarle,NC,446,2010-01-01,NA
Batavia,NY,450,2010-01-01,95500
Oxford,NC,451,2010-01-01,142800
Kinston,NC,453,2010-01-01,NA
Sonora,CA,458,2010-01-01,209800
Payson,AZ,464,2010-01-01,NA
Boone,NC,478,2010-01-01,NA
Kerrville,TX,483,2010-01-01,158000
Cortland,NY,486,2010-01-01,105900
Nogales,AZ,493,2010-01-01,111300
Marion,NC,511,2010-01-01,NA
El Campo,TX,535,2010-01-01,NA
Cullowhee,NC,541,2010-01-01,NA
Okeechobee,FL,545,2010-01-01,NA
Clewiston,FL,549,2010-01-01,NA
Gainesville,TX,554,2010-01-01,NA
Kill Devil Hills,NC,555,2010-01-01,NA
Stephenville,TX,557,2010-01-01,120500
Safford,AZ,561,2010-01-01,NA
Seneca Falls,NY,573,2010-01-01,NA
Brenham,TX,578,2010-01-01,NA
Brevard,NC,580,2010-01-01,195500
Crescent City,CA,595,2010-01-01,NA
Borger,TX,618,2010-01-01,NA
New York,NY,1,2010-02-01,NA
Los Angeles-Long Beach-Anaheim,CA,2,2010-02-01,362500
Dallas-Fort Worth,TX,4,2010-02-01,146000
Houston,TX,6,2010-02-01,144400
Miami-Fort Lauderdale,FL,8,2010-02-01,143400
San Francisco,CA,11,2010-02-01,382300
Riverside,CA,12,2010-02-01,175700
Phoenix,AZ,13,2010-02-01,128300
San Diego,CA,16,2010-02-01,325800
Tampa,FL,18,2010-02-01,122700
Charlotte,NC,23,2010-02-01,144800
Sacramento,CA,24,2010-02-01,208700
San Antonio,TX,25,2010-02-01,143000
Orlando,FL,26,2010-02-01,111700
San Jose,CA,33,2010-02-01,491400
Austin,TX,34,2010-02-01,187600
Jacksonville,FL,39,2010-02-01,139400
Buffalo,NY,46,2010-02-01,NA
Raleigh,NC,47,2010-02-01,173200
Rochester,NY,50,2010-02-01,NA
Tucson,AZ,52,2010-02-01,157400
Fresno,CA,55,2010-02-01,148400
Albany,NY,59,2010-02-01,177600
Bakersfield,CA,62,2010-02-01,122100
Ventura,CA,65,2010-02-01,374300
El Paso,TX,67,2010-02-01,NA
Greensboro,NC,71,2010-02-01,112000
North Port-Sarasota-Bradenton,FL,73,2010-02-01,150900
Stockton,CA,75,2010-02-01,163800
Syracuse,NY,77,2010-02-01,111600
Winston-Salem,NC,79,2010-02-01,125800
Fort Myers,FL,82,2010-02-01,91300
Lakeland,FL,86,2010-02-01,92100
Daytona Beach,FL,88,2010-02-01,118400
Melbourne,FL,95,2010-02-01,115900
Modesto,CA,100,2010-02-01,141100
Durham,NC,102,2010-02-01,182000
Santa Rosa,CA,103,2010-02-01,337500
Pensacola,FL,108,2010-02-01,128600
Visalia,CA,109,2010-02-01,130700
Asheville,NC,114,2010-02-01,NA
Port St. Lucie,FL,115,2010-02-01,106800
Santa Maria-Santa Barbara,CA,116,2010-02-01,322000
Salinas,CA,119,2010-02-01,249700
Vallejo,CA,120,2010-02-01,202800
Killeen,TX,123,2010-02-01,113300
Tallahassee,FL,133,2010-02-01,147400
Fayetteville,NC,135,2010-02-01,114900
Hickory,NC,136,2010-02-01,116500
Ocala,FL,142,2010-02-01,103700
Naples,FL,144,2010-02-01,193800
Utica,NY,153,2010-02-01,87100
San Luis Obispo,CA,160,2010-02-01,383000
Gainesville,FL,161,2010-02-01,162800
Santa Cruz,CA,162,2010-02-01,483900
Merced,CA,165,2010-02-01,118300
Wilmington,NC,166,2010-02-01,200600
Waco,TX,169,2010-02-01,NA
Amarillo,TX,171,2010-02-01,113800
Binghamton,NY,172,2010-02-01,NA
Crestview-Fort Walton Beach-Destin,FL,177,2010-02-01,216200
Chico,CA,184,2010-02-01,170200
Prescott,AZ,188,2010-02-01,163900
Tyler,TX,190,2010-02-01,NA
Lake Havasu City,AZ,198,2010-02-01,125700
Yuma,AZ,203,2010-02-01,130000
Panama City,FL,211,2010-02-01,174500
Kingston,NY,212,2010-02-01,NA
Redding,CA,217,2010-02-01,190100
El Centro,CA,219,2010-02-01,NA
Greenville,NC,223,2010-02-01,134900
Yuba City,CA,226,2010-02-01,155200
Abilene,TX,227,2010-02-01,NA
Punta Gorda,FL,233,2010-02-01,109100
Hanford,CA,246,2010-02-01,161400
Rocky Mount,NC,248,2010-02-01,NA
Burlington,NC,250,2010-02-01,131000
Madera,CA,251,2010-02-01,139600
Midland,TX,262,2010-02-01,NA
Homosassa Springs,FL,263,2010-02-01,106500
Vero Beach,FL,267,2010-02-01,121600
Odessa,TX,268,2010-02-01,NA
Napa,CA,269,2010-02-01,363600
Eureka,CA,271,2010-02-01,239000
Flagstaff,AZ,273,2010-02-01,266700
Sierra Vista,AZ,278,2010-02-01,159200
Glens Falls,NY,281,2010-02-01,139800
New Bern,NC,285,2010-02-01,149800
Goldsboro,NC,290,2010-02-01,NA
Sherman,TX,294,2010-02-01,NA
Watertown,NY,300,2010-02-01,128400
Dunn,NC,304,2010-02-01,NA
Show Low,AZ,318,2010-02-01,NA
Ithaca,NY,327,2010-02-01,NA
Corning,NY,335,2010-02-01,83100
Sebring,FL,336,2010-02-01,88600
Truckee,CA,337,2010-02-01,328500
Shelby,NC,340,2010-02-01,NA
Victoria,TX,347,2010-02-01,123700
The Villages,FL,349,2010-02-01,165800
Elmira,NY,362,2010-02-01,NA
Pinehurst-Southern Pines,NC,365,2010-02-01,208500
Ukiah,CA,366,2010-02-01,269000
Huntsville,TX,377,2010-02-01,135700
Plattsburgh,NY,378,2010-02-01,111500
Wilson,NC,384,2010-02-01,NA
Olean,NY,386,2010-02-01,64600
Auburn,NY,387,2010-02-01,87400
Athens,TX,388,2010-02-01,NA
Palatka,FL,400,2010-02-01,NA
Mount Airy,NC,402,2010-02-01,87300
North Wilkesboro,NC,415,2010-02-01,NA
Forest City,NC,417,2010-02-01,NA
Lake City,FL,418,2010-02-01,120300
Morehead City,NC,422,2010-02-01,271800
Clearlake,CA,427,2010-02-01,134700
Red Bluff,CA,432,2010-02-01,NA
Hudson,NY,433,2010-02-01,211600
Oneonta,NY,436,2010-02-01,NA
Albemarle,NC,446,2010-02-01,NA
Batavia,NY,450,2010-02-01,94000
Oxford,NC,451,2010-02-01,143000
Kinston,NC,453,2010-02-01,NA
Sonora,CA,458,2010-02-01,197000
Payson,AZ,464,2010-02-01,NA
Boone,NC,478,2010-02-01,NA
Kerrville,TX,483,2010-02-01,168600
Cortland,NY,486,2010-02-01,98000
Nogales,AZ,493,2010-02-01,105400
Marion,NC,511,2010-02-01,NA
El Campo,TX,535,2010-02-01,NA
Cullowhee,NC,541,2010-02-01,NA
Okeechobee,FL,545,2010-02-01,NA
Clewiston,FL,549,2010-02-01,NA
Gainesville,TX,554,2010-02-01,NA
Kill Devil Hills,NC,555,2010-02-01,NA
Stephenville,TX,557,2010-02-01,103600
Safford,AZ,561,2010-02-01,NA
Seneca Falls,NY,573,2010-02-01,NA
Brenham,TX,578,2010-02-01,NA
Brevard,NC,580,2010-02-01,195900
Crescent City,CA,595,2010-02-01,NA
Borger,TX,618,2010-02-01,NA
New York,NY,1,2010-03-01,NA
Los Angeles-Long Beach-Anaheim,CA,2,2010-03-01,360900
Dallas-Fort Worth,TX,4,2010-03-01,147200
Houston,TX,6,2010-03-01,145100
Miami-Fort Lauderdale,FL,8,2010-03-01,142300
San Francisco,CA,11,2010-03-01,372400
Riverside,CA,12,2010-03-01,176600
Phoenix,AZ,13,2010-03-01,128600
San Diego,CA,16,2010-03-01,328200
Tampa,FL,18,2010-03-01,120200
Charlotte,NC,23,2010-03-01,143600
Sacramento,CA,24,2010-03-01,208100
San Antonio,TX,25,2010-03-01,143100
Orlando,FL,26,2010-03-01,106800
San Jose,CA,33,2010-03-01,493400
Austin,TX,34,2010-03-01,183800
Jacksonville,FL,39,2010-03-01,139000
Buffalo,NY,46,2010-03-01,NA
Raleigh,NC,47,2010-03-01,172800
Rochester,NY,50,2010-03-01,NA
Tucson,AZ,52,2010-03-01,159600
Fresno,CA,55,2010-03-01,149000
Albany,NY,59,2010-03-01,179500
Bakersfield,CA,62,2010-03-01,123400
Ventura,CA,65,2010-03-01,384300
El Paso,TX,67,2010-03-01,NA
Greensboro,NC,71,2010-03-01,111600
North Port-Sarasota-Bradenton,FL,73,2010-03-01,146500
Stockton,CA,75,2010-03-01,162500
Syracuse,NY,77,2010-03-01,118100
Winston-Salem,NC,79,2010-03-01,122500
Fort Myers,FL,82,2010-03-01,90300
Lakeland,FL,86,2010-03-01,92700
Daytona Beach,FL,88,2010-03-01,113900
Melbourne,FL,95,2010-03-01,113300
Modesto,CA,100,2010-03-01,141100
Durham,NC,102,2010-03-01,180800
Santa Rosa,CA,103,2010-03-01,331500
Pensacola,FL,108,2010-03-01,126300
Visalia,CA,109,2010-03-01,129200
Asheville,NC,114,2010-03-01,NA
Port St. Lucie,FL,115,2010-03-01,102300
Santa Maria-Santa Barbara,CA,116,2010-03-01,321900
Salinas,CA,119,2010-03-01,246600
Vallejo,CA,120,2010-03-01,199900
Killeen,TX,123,2010-03-01,114300
Tallahassee,FL,133,2010-03-01,165200
Fayetteville,NC,135,2010-03-01,113800
Hickory,NC,136,2010-03-01,116800
Ocala,FL,142,2010-03-01,98800
Naples,FL,144,2010-03-01,190300
Utica,NY,153,2010-03-01,90000
San Luis Obispo,CA,160,2010-03-01,376700
Gainesville,FL,161,2010-03-01,159000
Santa Cruz,CA,162,2010-03-01,491100
Merced,CA,165,2010-03-01,117100
Wilmington,NC,166,2010-03-01,195000
Waco,TX,169,2010-03-01,NA
Amarillo,TX,171,2010-03-01,110900
Binghamton,NY,172,2010-03-01,NA
Crestview-Fort Walton Beach-Destin,FL,177,2010-03-01,217500
Chico,CA,184,2010-03-01,173900
Prescott,AZ,188,2010-03-01,167000
Tyler,TX,190,2010-03-01,NA
Lake Havasu City,AZ,198,2010-03-01,126700
Yuma,AZ,203,2010-03-01,127500
Panama City,FL,211,2010-03-01,175500
Kingston,NY,212,2010-03-01,NA
Redding,CA,217,2010-03-01,188000
El Centro,CA,219,2010-03-01,NA
Greenville,NC,223,2010-03-01,135400
Yuba City,CA,226,2010-03-01,150700
Abilene,TX,227,2010-03-01,NA
Punta Gorda,FL,233,2010-03-01,111400
Hanford,CA,246,2010-03-01,154600
Rocky Mount,NC,248,2010-03-01,NA
Burlington,NC,250,2010-03-01,126200
Madera,CA,251,2010-03-01,135400
Midland,TX,262,2010-03-01,NA
Homosassa Springs,FL,263,2010-03-01,101000
Vero Beach,FL,267,2010-03-01,124400
Odessa,TX,268,2010-03-01,NA
Napa,CA,269,2010-03-01,345000
Eureka,CA,271,2010-03-01,247500
Flagstaff,AZ,273,2010-03-01,270700
Sierra Vista,AZ,278,2010-03-01,156100
Glens Falls,NY,281,2010-03-01,140500
New Bern,NC,285,2010-03-01,149000
Goldsboro,NC,290,2010-03-01,NA
Sherman,TX,294,2010-03-01,NA
Watertown,NY,300,2010-03-01,138000
Dunn,NC,304,2010-03-01,NA
Show Low,AZ,318,2010-03-01,NA
Ithaca,NY,327,2010-03-01,NA
Corning,NY,335,2010-03-01,89200
Sebring,FL,336,2010-03-01,89400
Truckee,CA,337,2010-03-01,316900
Shelby,NC,340,2010-03-01,NA
Victoria,TX,347,2010-03-01,124300
The Villages,FL,349,2010-03-01,168400
Elmira,NY,362,2010-03-01,NA
Pinehurst-Southern Pines,NC,365,2010-03-01,200700
Ukiah,CA,366,2010-03-01,268700
Huntsville,TX,377,2010-03-01,116600
Plattsburgh,NY,378,2010-03-01,124900
Wilson,NC,384,2010-03-01,NA
Olean,NY,386,2010-03-01,66200
Auburn,NY,387,2010-03-01,90100
Athens,TX,388,2010-03-01,NA
Palatka,FL,400,2010-03-01,NA
Mount Airy,NC,402,2010-03-01,88400
North Wilkesboro,NC,415,2010-03-01,NA
Forest City,NC,417,2010-03-01,NA
Lake City,FL,418,2010-03-01,113900
Morehead City,NC,422,2010-03-01,246900
Clearlake,CA,427,2010-03-01,133500
Red Bluff,CA,432,2010-03-01,NA
Hudson,NY,433,2010-03-01,197400
Oneonta,NY,436,2010-03-01,NA
Albemarle,NC,446,2010-03-01,112700
Batavia,NY,450,2010-03-01,98600
Oxford,NC,451,2010-03-01,152900
Kinston,NC,453,2010-03-01,NA
Sonora,CA,458,2010-03-01,194000
Payson,AZ,464,2010-03-01,NA
Boone,NC,478,2010-03-01,NA
Kerrville,TX,483,2010-03-01,177400
Cortland,NY,486,2010-03-01,90900
Nogales,AZ,493,2010-03-01,104900
Marion,NC,511,2010-03-01,NA
El Campo,TX,535,2010-03-01,NA
Cullowhee,NC,541,2010-03-01,NA
Okeechobee,FL,545,2010-03-01,NA
Clewiston,FL,549,2010-03-01,NA
Gainesville,TX,554,2010-03-01,NA
Kill Devil Hills,NC,555,2010-03-01,NA
Stephenville,TX,557,2010-03-01,109400
Safford,AZ,561,2010-03-01,NA
Seneca Falls,NY,573,2010-03-01,NA
Brenham,TX,578,2010-03-01,NA
Brevard,NC,580,2010-03-01,180500
Crescent City,CA,595,2010-03-01,NA
Borger,TX,618,2010-03-01,NA
New York,NY,1,2010-04-01,NA
Los Angeles-Long Beach-Anaheim,CA,2,2010-04-01,357300
Dallas-Fort Worth,TX,4,2010-04-01,147400
Houston,TX,6,2010-04-01,145300
Miami-Fort Lauderdale,FL,8,2010-04-01,140700
San Francisco,CA,11,2010-04-01,363200
Riverside,CA,12,2010-04-01,173000
Phoenix,AZ,13,2010-04-01,127500
San Diego,CA,16,2010-04-01,334700
Tampa,FL,18,2010-04-01,118500
Charlotte,NC,23,2010-04-01,141100
Sacramento,CA,24,2010-04-01,206300
San Antonio,TX,25,2010-04-01,141500
Orlando,FL,26,2010-04-01,108700
San Jose,CA,33,2010-04-01,482100
Austin,TX,34,2010-04-01,184400
Jacksonville,FL,39,2010-04-01,133500
Buffalo,NY,46,2010-04-01,NA
Raleigh,NC,47,2010-04-01,172600
Rochester,NY,50,2010-04-01,NA
Tucson,AZ,52,2010-04-01,154300
Fresno,CA,55,2010-04-01,148700
Albany,NY,59,2010-04-01,185400
Bakersfield,CA,62,2010-04-01,123300
Ventura,CA,65,2010-04-01,385900
El Paso,TX,67,2010-04-01,NA
Greensboro,NC,71,2010-04-01,115800
North Port-Sarasota-Bradenton,FL,73,2010-04-01,147400
Stockton,CA,75,2010-04-01,161400
Syracuse,NY,77,2010-04-01,121800
Winston-Salem,NC,79,2010-04-01,119900
Fort Myers,FL,82,2010-04-01,91900
Lakeland,FL,86,2010-04-01,92400
Daytona Beach,FL,88,2010-04-01,114100
Melbourne,FL,95,2010-04-01,108100
Modesto,CA,100,2010-04-01,140900
Durham,NC,102,2010-04-01,181900
Santa Rosa,CA,103,2010-04-01,324700
Pensacola,FL,108,2010-04-01,129400
Visalia,CA,109,2010-04-01,128500
Asheville,NC,114,2010-04-01,NA
Port St. Lucie,FL,115,2010-04-01,105400
Santa Maria-Santa Barbara,CA,116,2010-04-01,335900
Salinas,CA,119,2010-04-01,239400
Vallejo,CA,120,2010-04-01,196200
Killeen,TX,123,2010-04-01,116300
Tallahassee,FL,133,2010-04-01,155800
Fayetteville,NC,135,2010-04-01,120700
Hickory,NC,136,2010-04-01,110900
Ocala,FL,142,2010-04-01,95500
Naples,FL,144,2010-04-01,190800
Utica,NY,153,2010-04-01,91000
San Luis Obispo,CA,160,2010-04-01,376200
Gainesville,FL,161,2010-04-01,154700
Santa Cruz,CA,162,2010-04-01,506100
Merced,CA,165,2010-04-01,116700
Wilmington,NC,166,2010-04-01,189400
Waco,TX,169,2010-04-01,NA
Amarillo,TX,171,2010-04-01,109900
Binghamton,NY,172,2010-04-01,NA
Crestview-Fort Walton Beach-Destin,FL,177,2010-04-01,209100
Chico,CA,184,2010-04-01,186800
Prescott,AZ,188,2010-04-01,167700
Tyler,TX,190,2010-04-01,NA
Lake Havasu City,AZ,198,2010-04-01,124700
Yuma,AZ,203,2010-04-01,132000
Panama City,FL,211,2010-04-01,165700
Kingston,NY,212,2010-04-01,NA
Redding,CA,217,2010-04-01,182900
El Centro,CA,219,2010-04-01,NA
Greenville,NC,223,2010-04-01,134100
Yuba City,CA,226,2010-04-01,153100
Abilene,TX,227,2010-04-01,NA
Punta Gorda,FL,233,2010-04-01,112100
Hanford,CA,246,2010-04-01,153000
Rocky Mount,NC,248,2010-04-01,NA
Burlington,NC,250,2010-04-01,120100
Madera,CA,251,2010-04-01,138400
Midland,TX,262,2010-04-01,NA
Homosassa Springs,FL,263,2010-04-01,93200
Vero Beach,FL,267,2010-04-01,109400
Odessa,TX,268,2010-04-01,NA
Napa,CA,269,2010-04-01,334600
Eureka,CA,271,2010-04-01,241700
Flagstaff,AZ,273,2010-04-01,260900
Sierra Vista,AZ,278,2010-04-01,159100
Glens Falls,NY,281,2010-04-01,137000
New Bern,NC,285,2010-04-01,144100
Goldsboro,NC,290,2010-04-01,NA
Sherman,TX,294,2010-04-01,NA
Watertown,NY,300,2010-04-01,143000
Dunn,NC,304,2010-04-01,NA
Show Low,AZ,318,2010-04-01,NA
Ithaca,NY,327,2010-04-01,NA
Corning,NY,335,2010-04-01,87600
Sebring,FL,336,2010-04-01,86800
Truckee,CA,337,2010-04-01,311300
Shelby,NC,340,2010-04-01,NA
Victoria,TX,347,2010-04-01,126000
The Villages,FL,349,2010-04-01,168700
Elmira,NY,362,2010-04-01,NA
Pinehurst-Southern Pines,NC,365,2010-04-01,189200
Ukiah,CA,366,2010-04-01,264800
Huntsville,TX,377,2010-04-01,118600
Plattsburgh,NY,378,2010-04-01,123500
Wilson,NC,384,2010-04-01,NA
Olean,NY,386,2010-04-01,65800
Auburn,NY,387,2010-04-01,103000
Athens,TX,388,2010-04-01,NA
Palatka,FL,400,2010-04-01,NA
Mount Airy,NC,402,2010-04-01,83600
North Wilkesboro,NC,415,2010-04-01,NA
Forest City,NC,417,2010-04-01,NA
Lake City,FL,418,2010-04-01,106800
Morehead City,NC,422,2010-04-01,253000
Clearlake,CA,427,2010-04-01,140000
Red Bluff,CA,432,2010-04-01,NA
Hudson,NY,433,2010-04-01,209300
Oneonta,NY,436,2010-04-01,NA
Albemarle,NC,446,2010-04-01,118200
Batavia,NY,450,2010-04-01,99600
Oxford,NC,451,2010-04-01,149300
Kinston,NC,453,2010-04-01,NA
Sonora,CA,458,2010-04-01,191700
Payson,AZ,464,2010-04-01,NA
Boone,NC,478,2010-04-01,NA
Kerrville,TX,483,2010-04-01,165800
Cortland,NY,486,2010-04-01,92600
Nogales,AZ,493,2010-04-01,109800
Marion,NC,511,2010-04-01,NA
El Campo,TX,535,2010-04-01,NA
Cullowhee,NC,541,2010-04-01,NA
Okeechobee,FL,545,2010-04-01,NA
Clewiston,FL,549,2010-04-01,NA
Gainesville,TX,554,2010-04-01,NA
Kill Devil Hills,NC,555,2010-04-01,NA
Stephenville,TX,557,2010-04-01,90400
Safford,AZ,561,2010-04-01,NA
Seneca Falls,NY,573,2010-04-01,NA
Brenham,TX,578,2010-04-01,NA
Brevard,NC,580,2010-04-01,163600
Crescent City,CA,595,2010-04-01,NA
Borger,TX,618,2010-04-01,NA
New York,NY,1,2010-05-01,NA
Los Angeles-Long Beach-Anaheim,CA,2,2010-05-01,360300
Dallas-Fort Worth,TX,4,2010-05-01,145800
Houston,TX,6,2010-05-01,143700
Miami-Fort Lauderdale,FL,8,2010-05-01,140100
San Francisco,CA,11,2010-05-01,371100
Riverside,CA,12,2010-05-01,173700
Phoenix,AZ,13,2010-05-01,125100
San Diego,CA,16,2010-05-01,332600
Tampa,FL,18,2010-05-01,116300
Charlotte,NC,23,2010-05-01,141200
Sacramento,CA,24,2010-05-01,206200
San Antonio,TX,25,2010-05-01,138700
Orlando,FL,26,2010-05-01,108300
San Jose,CA,33,2010-05-01,483100
Austin,TX,34,2010-05-01,179500
Jacksonville,FL,39,2010-05-01,126600
Buffalo,NY,46,2010-05-01,NA
Raleigh,NC,47,2010-05-01,172600
Rochester,NY,50,2010-05-01,NA
Tucson,AZ,52,2010-05-01,152900
Fresno,CA,55,2010-05-01,149300
Albany,NY,59,2010-05-01,185400
Bakersfield,CA,62,2010-05-01,125500
Ventura,CA,65,2010-05-01,386400
El Paso,TX,67,2010-05-01,NA
Greensboro,NC,71,2010-05-01,120100
North Port-Sarasota-Bradenton,FL,73,2010-05-01,147200
Stockton,CA,75,2010-05-01,164700
Syracuse,NY,77,2010-05-01,120200
Winston-Salem,NC,79,2010-05-01,119000
Fort Myers,FL,82,2010-05-01,92600
Lakeland,FL,86,2010-05-01,93900
Daytona Beach,FL,88,2010-05-01,113400
Melbourne,FL,95,2010-05-01,105400
Modesto,CA,100,2010-05-01,140700
Durham,NC,102,2010-05-01,171900
Santa Rosa,CA,103,2010-05-01,324700
Pensacola,FL,108,2010-05-01,126000
Visalia,CA,109,2010-05-01,127100
Asheville,NC,114,2010-05-01,NA
Port St. Lucie,FL,115,2010-05-01,105800
Santa Maria-Santa Barbara,CA,116,2010-05-01,349300
Salinas,CA,119,2010-05-01,240700
Vallejo,CA,120,2010-05-01,199500
Killeen,TX,123,2010-05-01,112900
Tallahassee,FL,133,2010-05-01,152800
Fayetteville,NC,135,2010-05-01,122600
Hickory,NC,136,2010-05-01,109300
Ocala,FL,142,2010-05-01,91400
Naples,FL,144,2010-05-01,195600
Utica,NY,153,2010-05-01,93000
San Luis Obispo,CA,160,2010-05-01,370600
Gainesville,FL,161,2010-05-01,146200
Santa Cruz,CA,162,2010-05-01,487800
Merced,CA,165,2010-05-01,119100
Wilmington,NC,166,2010-05-01,182700
Waco,TX,169,2010-05-01,NA
Amarillo,TX,171,2010-05-01,109400
Binghamton,NY,172,2010-05-01,NA
Crestview-Fort Walton Beach-Destin,FL,177,2010-05-01,206600
Chico,CA,184,2010-05-01,185100
Prescott,AZ,188,2010-05-01,172700
Tyler,TX,190,2010-05-01,NA
Lake Havasu City,AZ,198,2010-05-01,121100
Yuma,AZ,203,2010-05-01,129800
Panama City,FL,211,2010-05-01,156000
Kingston,NY,212,2010-05-01,NA
Redding,CA,217,2010-05-01,173600
El Centro,CA,219,2010-05-01,NA
Greenville,NC,223,2010-05-01,125700
Yuba City,CA,226,2010-05-01,158900
Abilene,TX,227,2010-05-01,NA
Punta Gorda,FL,233,2010-05-01,108000
Hanford,CA,246,2010-05-01,147800
Rocky Mount,NC,248,2010-05-01,NA
Burlington,NC,250,2010-05-01,117200
Madera,CA,251,2010-05-01,134200
Midland,TX,262,2010-05-01,NA
Homosassa Springs,FL,263,2010-05-01,97000
Vero Beach,FL,267,2010-05-01,110900
Odessa,TX,268,2010-05-01,NA
Napa,CA,269,2010-05-01,336400
Eureka,CA,271,2010-05-01,247200
Flagstaff,AZ,273,2010-05-01,249300
Sierra Vista,AZ,278,2010-05-01,157400
Glens Falls,NY,281,2010-05-01,137800
New Bern,NC,285,2010-05-01,142400
Goldsboro,NC,290,2010-05-01,NA
Sherman,TX,294,2010-05-01,NA
Watertown,NY,300,2010-05-01,134000
Dunn,NC,304,2010-05-01,NA
Show Low,AZ,318,2010-05-01,NA
Ithaca,NY,327,2010-05-01,NA
Corning,NY,335,2010-05-01,85300
Sebring,FL,336,2010-05-01,86500
Truckee,CA,337,2010-05-01,296600
Shelby,NC,340,2010-05-01,NA
Victoria,TX,347,2010-05-01,125600
The Villages,FL,349,2010-05-01,169100
Elmira,NY,362,2010-05-01,NA
Pinehurst-Southern Pines,NC,365,2010-05-01,174300
Ukiah,CA,366,2010-05-01,259000
Huntsville,TX,377,2010-05-01,118800
Plattsburgh,NY,378,2010-05-01,126300
Wilson,NC,384,2010-05-01,NA
Olean,NY,386,2010-05-01,60400
Auburn,NY,387,2010-05-01,111200
Athens,TX,388,2010-05-01,NA
Palatka,FL,400,2010-05-01,NA
Mount Airy,NC,402,2010-05-01,77900
North Wilkesboro,NC,415,2010-05-01,NA
Forest City,NC,417,2010-05-01,NA
Lake City,FL,418,2010-05-01,114800
Morehead City,NC,422,2010-05-01,219800
Clearlake,CA,427,2010-05-01,142500
Red Bluff,CA,432,2010-05-01,NA
Hudson,NY,433,2010-05-01,188800
Oneonta,NY,436,2010-05-01,NA
Albemarle,NC,446,2010-05-01,115300
Batavia,NY,450,2010-05-01,103100
Oxford,NC,451,2010-05-01,148600
Kinston,NC,453,2010-05-01,NA
Sonora,CA,458,2010-05-01,194400
Payson,AZ,464,2010-05-01,NA
Boone,NC,478,2010-05-01,NA
Kerrville,TX,483,2010-05-01,167400
Cortland,NY,486,2010-05-01,96400
Nogales,AZ,493,2010-05-01,113100
Marion,NC,511,2010-05-01,NA
El Campo,TX,535,2010-05-01,NA
Cullowhee,NC,541,2010-05-01,NA
Okeechobee,FL,545,2010-05-01,NA
Clewiston,FL,549,2010-05-01,NA
Gainesville,TX,554,2010-05-01,NA
Kill Devil Hills,NC,555,2010-05-01,NA
Stephenville,TX,557,2010-05-01,102100
Safford,AZ,561,2010-05-01,NA
Seneca Falls,NY,573,2010-05-01,NA
Brenham,TX,578,2010-05-01,NA
Brevard,NC,580,2010-05-01,154500
Crescent City,CA,595,2010-05-01,NA
Borger,TX,618,2010-05-01,NA
New York,NY,1,2010-06-01,NA
Los Angeles-Long Beach-Anaheim,CA,2,2010-06-01,358300
Dallas-Fort Worth,TX,4,2010-06-01,145800
Houston,TX,6,2010-06-01,143000
Miami-Fort Lauderdale,FL,8,2010-06-01,137700
San Francisco,CA,11,2010-06-01,376700
Riverside,CA,12,2010-06-01,174500
Phoenix,AZ,13,2010-06-01,124400
San Diego,CA,16,2010-06-01,329300
Tampa,FL,18,2010-06-01,117000
Charlotte,NC,23,2010-06-01,141500
Sacramento,CA,24,2010-06-01,204200
San Antonio,TX,25,2010-06-01,137700
Orlando,FL,26,2010-06-01,107800
San Jose,CA,33,2010-06-01,483600
Austin,TX,34,2010-06-01,182600
Jacksonville,FL,39,2010-06-01,122300
Buffalo,NY,46,2010-06-01,NA
Raleigh,NC,47,2010-06-01,174500
Rochester,NY,50,2010-06-01,NA
Tucson,AZ,52,2010-06-01,149000
Fresno,CA,55,2010-06-01,148700
Albany,NY,59,2010-06-01,184000
Bakersfield,CA,62,2010-06-01,124000
Ventura,CA,65,2010-06-01,377800
El Paso,TX,67,2010-06-01,NA
Greensboro,NC,71,2010-06-01,120600
North Port-Sarasota-Bradenton,FL,73,2010-06-01,145200
Stockton,CA,75,2010-06-01,161700
Syracuse,NY,77,2010-06-01,115100
Winston-Salem,NC,79,2010-06-01,121600
Fort Myers,FL,82,2010-06-01,92200
Lakeland,FL,86,2010-06-01,93000
Daytona Beach,FL,88,2010-06-01,114000
Melbourne,FL,95,2010-06-01,106700
Modesto,CA,100,2010-06-01,140100
Durham,NC,102,2010-06-01,170000
Santa Rosa,CA,103,2010-06-01,325800
Pensacola,FL,108,2010-06-01,125300
Visalia,CA,109,2010-06-01,125100
