City,State,SizeRank,Date,Sell_Price
Kinston,NC,453,2012-02-01,NA
Sonora,CA,458,2012-02-01,157100
Payson,AZ,464,2012-02-01,NA
Boone,NC,478,2012-02-01,NA
Kerrville,TX,483,2012-02-01,159000
Cortland,NY,486,2012-02-01,101000
Nogales,AZ,493,2012-02-01,87400
Marion,NC,511,2012-02-01,NA
El Campo,TX,535,2012-02-01,NA
Cullowhee,NC,541,2012-02-01,NA
Okeechobee,FL,545,2012-02-01,NA
Clewiston,FL,549,2012-02-01,NA
Gainesville,TX,554,2012-02-01,NA
Kill Devil Hills,NC,555,2012-02-01,NA
Stephenville,TX,557,2012-02-01,117300
Safford,AZ,561,2012-02-01,NA
Seneca Falls,NY,573,2012-02-01,NA
Brenham,TX,578,2012-02-01,NA
Brevard,NC,580,2012-02-01,198000
Crescent City,CA,595,2012-02-01,NA
Borger,TX,618,2012-02-01,NA
New York,NY,1,2012-03-01,345700
Los Angeles-Long Beach-Anaheim,CA,2,2012-03-01,331700
Dallas-Fort Worth,TX,4,2012-03-01,152900
Houston,TX,6,2012-03-01,143800
Miami-Fort Lauderdale,FL,8,2012-03-01,130200
San Francisco,CA,11,2012-03-01,340200
Riverside,CA,12,2012-03-01,172800
Phoenix,AZ,13,2012-03-01,108900
San Diego,CA,16,2012-03-01,315200
Tampa,FL,18,2012-03-01,101100
Charlotte,NC,23,2012-03-01,141100
Sacramento,CA,24,2012-03-01,182800
San Antonio,TX,25,2012-03-01,145100
Orlando,FL,26,2012-03-01,109200
San Jose,CA,33,2012-03-01,469300
Austin,TX,34,2012-03-01,187900
Jacksonville,FL,39,2012-03-01,101600
Buffalo,NY,46,2012-03-01,114300
Raleigh,NC,47,2012-03-01,164700
Rochester,NY,50,2012-03-01,123900
Tucson,AZ,52,2012-03-01,128600
Fresno,CA,55,2012-03-01,136100
Albany,NY,59,2012-03-01,182900
Bakersfield,CA,62,2012-03-01,115400
Ventura,CA,65,2012-03-01,347200
El Paso,TX,67,2012-03-01,123200
Greensboro,NC,71,2012-03-01,105200
North Port-Sarasota-Bradenton,FL,73,2012-03-01,140100
Stockton,CA,75,2012-03-01,152000
Syracuse,NY,77,2012-03-01,117200
Winston-Salem,NC,79,2012-03-01,102400
Fort Myers,FL,82,2012-03-01,115400
Lakeland,FL,86,2012-03-01,87500
Daytona Beach,FL,88,2012-03-01,100900
Melbourne,FL,95,2012-03-01,104300
Modesto,CA,100,2012-03-01,130800
Durham,NC,102,2012-03-01,171000
Santa Rosa,CA,103,2012-03-01,310300
Pensacola,FL,108,2012-03-01,121800
Visalia,CA,109,2012-03-01,112000
Asheville,NC,114,2012-03-01,NA
Port St. Lucie,FL,115,2012-03-01,106800
Santa Maria-Santa Barbara,CA,116,2012-03-01,281800
Salinas,CA,119,2012-03-01,275000
Vallejo,CA,120,2012-03-01,176200
Killeen,TX,123,2012-03-01,116000
Tallahassee,FL,133,2012-03-01,135400
Fayetteville,NC,135,2012-03-01,107600
Hickory,NC,136,2012-03-01,104800
Ocala,FL,142,2012-03-01,85000
Naples,FL,144,2012-03-01,188200
Utica,NY,153,2012-03-01,93400
San Luis Obispo,CA,160,2012-03-01,333600
Gainesville,FL,161,2012-03-01,129500
Santa Cruz,CA,162,2012-03-01,422700
Merced,CA,165,2012-03-01,112800
Wilmington,NC,166,2012-03-01,174800
Waco,TX,169,2012-03-01,119400
Amarillo,TX,171,2012-03-01,125200
Binghamton,NY,172,2012-03-01,NA
Crestview-Fort Walton Beach-Destin,FL,177,2012-03-01,181400
Chico,CA,184,2012-03-01,154700
Prescott,AZ,188,2012-03-01,152300
Tyler,TX,190,2012-03-01,NA
Lake Havasu City,AZ,198,2012-03-01,117500
Yuma,AZ,203,2012-03-01,113800
Panama City,FL,211,2012-03-01,142600
Kingston,NY,212,2012-03-01,NA
Redding,CA,217,2012-03-01,142700
El Centro,CA,219,2012-03-01,NA
Greenville,NC,223,2012-03-01,128000
Yuba City,CA,226,2012-03-01,138600
Abilene,TX,227,2012-03-01,NA
Punta Gorda,FL,233,2012-03-01,100000
Hanford,CA,246,2012-03-01,139000
Rocky Mount,NC,248,2012-03-01,NA
Burlington,NC,250,2012-03-01,112100
Madera,CA,251,2012-03-01,123500
Midland,TX,262,2012-03-01,NA
Homosassa Springs,FL,263,2012-03-01,81800
Vero Beach,FL,267,2012-03-01,115700
Odessa,TX,268,2012-03-01,NA
Napa,CA,269,2012-03-01,329000
Eureka,CA,271,2012-03-01,216500
Flagstaff,AZ,273,2012-03-01,225300
Sierra Vista,AZ,278,2012-03-01,119700
Glens Falls,NY,281,2012-03-01,151700
New Bern,NC,285,2012-03-01,146500
Goldsboro,NC,290,2012-03-01,NA
Sherman,TX,294,2012-03-01,NA
Watertown,NY,300,2012-03-01,141000
Dunn,NC,304,2012-03-01,NA
Show Low,AZ,318,2012-03-01,126700
Ithaca,NY,327,2012-03-01,173500
Corning,NY,335,2012-03-01,80500
Sebring,FL,336,2012-03-01,75800
Truckee,CA,337,2012-03-01,248100
Shelby,NC,340,2012-03-01,NA
Victoria,TX,347,2012-03-01,142700
The Villages,FL,349,2012-03-01,171300
Elmira,NY,362,2012-03-01,97300
Pinehurst-Southern Pines,NC,365,2012-03-01,181800
Ukiah,CA,366,2012-03-01,217500
Huntsville,TX,377,2012-03-01,109700
Plattsburgh,NY,378,2012-03-01,116700
Wilson,NC,384,2012-03-01,NA
Olean,NY,386,2012-03-01,85100
Auburn,NY,387,2012-03-01,100900
Athens,TX,388,2012-03-01,NA
Palatka,FL,400,2012-03-01,NA
Mount Airy,NC,402,2012-03-01,79300
North Wilkesboro,NC,415,2012-03-01,NA
Forest City,NC,417,2012-03-01,NA
Lake City,FL,418,2012-03-01,99600
Morehead City,NC,422,2012-03-01,241400
Clearlake,CA,427,2012-03-01,111100
Red Bluff,CA,432,2012-03-01,NA
Hudson,NY,433,2012-03-01,184100
Oneonta,NY,436,2012-03-01,NA
Albemarle,NC,446,2012-03-01,106700
Batavia,NY,450,2012-03-01,90200
Oxford,NC,451,2012-03-01,134600
Kinston,NC,453,2012-03-01,NA
Sonora,CA,458,2012-03-01,154900
Payson,AZ,464,2012-03-01,NA
Boone,NC,478,2012-03-01,NA
Kerrville,TX,483,2012-03-01,168200
Cortland,NY,486,2012-03-01,120200
Nogales,AZ,493,2012-03-01,88400
Marion,NC,511,2012-03-01,NA
El Campo,TX,535,2012-03-01,NA
Cullowhee,NC,541,2012-03-01,NA
Okeechobee,FL,545,2012-03-01,NA
Clewiston,FL,549,2012-03-01,NA
Gainesville,TX,554,2012-03-01,NA
Kill Devil Hills,NC,555,2012-03-01,NA
Stephenville,TX,557,2012-03-01,114100
Safford,AZ,561,2012-03-01,NA
Seneca Falls,NY,573,2012-03-01,NA
Brenham,TX,578,2012-03-01,NA
Brevard,NC,580,2012-03-01,179700
Crescent City,CA,595,2012-03-01,NA
Borger,TX,618,2012-03-01,NA
New York,NY,1,2012-04-01,349700
Los Angeles-Long Beach-Anaheim,CA,2,2012-04-01,337100
Dallas-Fort Worth,TX,4,2012-04-01,153700
Houston,TX,6,2012-04-01,147200
Miami-Fort Lauderdale,FL,8,2012-04-01,132100
San Francisco,CA,11,2012-04-01,346700
Riverside,CA,12,2012-04-01,173300
Phoenix,AZ,13,2012-04-01,113800
San Diego,CA,16,2012-04-01,321300
Tampa,FL,18,2012-04-01,101700
Charlotte,NC,23,2012-04-01,142100
Sacramento,CA,24,2012-04-01,183400
San Antonio,TX,25,2012-04-01,147400
Orlando,FL,26,2012-04-01,110100
San Jose,CA,33,2012-04-01,475300
Austin,TX,34,2012-04-01,195000
Jacksonville,FL,39,2012-04-01,100300
Buffalo,NY,46,2012-04-01,113300
Raleigh,NC,47,2012-04-01,169800
Rochester,NY,50,2012-04-01,123600
Tucson,AZ,52,2012-04-01,128800
Fresno,CA,55,2012-04-01,138200
Albany,NY,59,2012-04-01,184500
Bakersfield,CA,62,2012-04-01,115600
Ventura,CA,65,2012-04-01,354300
El Paso,TX,67,2012-04-01,121000
Greensboro,NC,71,2012-04-01,104200
North Port-Sarasota-Bradenton,FL,73,2012-04-01,143700
Stockton,CA,75,2012-04-01,152600
Syracuse,NY,77,2012-04-01,120400
Winston-Salem,NC,79,2012-04-01,103300
Fort Myers,FL,82,2012-04-01,119300
Lakeland,FL,86,2012-04-01,86400
Daytona Beach,FL,88,2012-04-01,107200
Melbourne,FL,95,2012-04-01,104200
Modesto,CA,100,2012-04-01,132100
Durham,NC,102,2012-04-01,173800
Santa Rosa,CA,103,2012-04-01,307400
Pensacola,FL,108,2012-04-01,129500
Visalia,CA,109,2012-04-01,114500
Asheville,NC,114,2012-04-01,NA
Port St. Lucie,FL,115,2012-04-01,108000
Santa Maria-Santa Barbara,CA,116,2012-04-01,287500
Salinas,CA,119,2012-04-01,276300
Vallejo,CA,120,2012-04-01,177800
Killeen,TX,123,2012-04-01,115700
Tallahassee,FL,133,2012-04-01,131900
Fayetteville,NC,135,2012-04-01,110300
Hickory,NC,136,2012-04-01,104300
Ocala,FL,142,2012-04-01,87700
Naples,FL,144,2012-04-01,188900
Utica,NY,153,2012-04-01,94800
San Luis Obispo,CA,160,2012-04-01,346100
Gainesville,FL,161,2012-04-01,121100
Santa Cruz,CA,162,2012-04-01,435400
Merced,CA,165,2012-04-01,113300
Wilmington,NC,166,2012-04-01,182100
Waco,TX,169,2012-04-01,123200
Amarillo,TX,171,2012-04-01,124900
Binghamton,NY,172,2012-04-01,NA
Crestview-Fort Walton Beach-Destin,FL,177,2012-04-01,182600
Chico,CA,184,2012-04-01,169100
Prescott,AZ,188,2012-04-01,149200
Tyler,TX,190,2012-04-01,NA
Lake Havasu City,AZ,198,2012-04-01,125000
Yuma,AZ,203,2012-04-01,113600
Panama City,FL,211,2012-04-01,139800
Kingston,NY,212,2012-04-01,NA
Redding,CA,217,2012-04-01,147700
El Centro,CA,219,2012-04-01,NA
Greenville,NC,223,2012-04-01,126800
Yuba City,CA,226,2012-04-01,137900
Abilene,TX,227,2012-04-01,NA
Punta Gorda,FL,233,2012-04-01,102500
Hanford,CA,246,2012-04-01,136500
Rocky Mount,NC,248,2012-04-01,NA
Burlington,NC,250,2012-04-01,120600
Madera,CA,251,2012-04-01,129900
Midland,TX,262,2012-04-01,NA
Homosassa Springs,FL,263,2012-04-01,81800
Vero Beach,FL,267,2012-04-01,112100
Odessa,TX,268,2012-04-01,NA
Napa,CA,269,2012-04-01,331500
Eureka,CA,271,2012-04-01,223700
Flagstaff,AZ,273,2012-04-01,229500
Sierra Vista,AZ,278,2012-04-01,126900
Glens Falls,NY,281,2012-04-01,146800
New Bern,NC,285,2012-04-01,143100
Goldsboro,NC,290,2012-04-01,NA
Sherman,TX,294,2012-04-01,NA
Watertown,NY,300,2012-04-01,150600
Dunn,NC,304,2012-04-01,NA
Show Low,AZ,318,2012-04-01,129800
Ithaca,NY,327,2012-04-01,162100
Corning,NY,335,2012-04-01,81700
Sebring,FL,336,2012-04-01,73400
Truckee,CA,337,2012-04-01,237400
Shelby,NC,340,2012-04-01,67200
Victoria,TX,347,2012-04-01,146500
The Villages,FL,349,2012-04-01,170600
Elmira,NY,362,2012-04-01,95900
Pinehurst-Southern Pines,NC,365,2012-04-01,182300
Ukiah,CA,366,2012-04-01,215100
Huntsville,TX,377,2012-04-01,114300
Plattsburgh,NY,378,2012-04-01,123500
Wilson,NC,384,2012-04-01,NA
Olean,NY,386,2012-04-01,80200
Auburn,NY,387,2012-04-01,101000
Athens,TX,388,2012-04-01,NA
Palatka,FL,400,2012-04-01,NA
Mount Airy,NC,402,2012-04-01,78600
North Wilkesboro,NC,415,2012-04-01,NA
Forest City,NC,417,2012-04-01,NA
Lake City,FL,418,2012-04-01,84000
Morehead City,NC,422,2012-04-01,229600
Clearlake,CA,427,2012-04-01,117500
Red Bluff,CA,432,2012-04-01,NA
Hudson,NY,433,2012-04-01,181900
Oneonta,NY,436,2012-04-01,NA
Albemarle,NC,446,2012-04-01,107300
Batavia,NY,450,2012-04-01,87700
Oxford,NC,451,2012-04-01,138800
Kinston,NC,453,2012-04-01,NA
Sonora,CA,458,2012-04-01,146900
Payson,AZ,464,2012-04-01,NA
Boone,NC,478,2012-04-01,NA
Kerrville,TX,483,2012-04-01,172600
Cortland,NY,486,2012-04-01,114300
Nogales,AZ,493,2012-04-01,84400
Marion,NC,511,2012-04-01,NA
El Campo,TX,535,2012-04-01,NA
Cullowhee,NC,541,2012-04-01,NA
Okeechobee,FL,545,2012-04-01,NA
Clewiston,FL,549,2012-04-01,NA
Gainesville,TX,554,2012-04-01,NA
Kill Devil Hills,NC,555,2012-04-01,NA
Stephenville,TX,557,2012-04-01,104800
Safford,AZ,561,2012-04-01,NA
Seneca Falls,NY,573,2012-04-01,NA
Brenham,TX,578,2012-04-01,NA
Brevard,NC,580,2012-04-01,155900
Crescent City,CA,595,2012-04-01,NA
Borger,TX,618,2012-04-01,NA
New York,NY,1,2012-05-01,353700
Los Angeles-Long Beach-Anaheim,CA,2,2012-05-01,339900
Dallas-Fort Worth,TX,4,2012-05-01,155500
Houston,TX,6,2012-05-01,150900
Miami-Fort Lauderdale,FL,8,2012-05-01,131800
San Francisco,CA,11,2012-05-01,364000
Riverside,CA,12,2012-05-01,174700
Phoenix,AZ,13,2012-05-01,119100
San Diego,CA,16,2012-05-01,326000
Tampa,FL,18,2012-05-01,104100
Charlotte,NC,23,2012-05-01,144400
Sacramento,CA,24,2012-05-01,182400
San Antonio,TX,25,2012-05-01,149700
Orlando,FL,26,2012-05-01,110600
San Jose,CA,33,2012-05-01,487300
Austin,TX,34,2012-05-01,200500
Jacksonville,FL,39,2012-05-01,103400
Buffalo,NY,46,2012-05-01,117000
Raleigh,NC,47,2012-05-01,170000
Rochester,NY,50,2012-05-01,120900
Tucson,AZ,52,2012-05-01,132300
Fresno,CA,55,2012-05-01,134800
Albany,NY,59,2012-05-01,185900
Bakersfield,CA,62,2012-05-01,118900
Ventura,CA,65,2012-05-01,359400
El Paso,TX,67,2012-05-01,117800
Greensboro,NC,71,2012-05-01,111900
North Port-Sarasota-Bradenton,FL,73,2012-05-01,144500
Stockton,CA,75,2012-05-01,152400
Syracuse,NY,77,2012-05-01,118200
Winston-Salem,NC,79,2012-05-01,105000
Fort Myers,FL,82,2012-05-01,121000
Lakeland,FL,86,2012-05-01,89000
Daytona Beach,FL,88,2012-05-01,112400
Melbourne,FL,95,2012-05-01,105300
Modesto,CA,100,2012-05-01,133000
Durham,NC,102,2012-05-01,164500
Santa Rosa,CA,103,2012-05-01,300800
Pensacola,FL,108,2012-05-01,127000
Visalia,CA,109,2012-05-01,115200
Asheville,NC,114,2012-05-01,NA
Port St. Lucie,FL,115,2012-05-01,110700
Santa Maria-Santa Barbara,CA,116,2012-05-01,308000
Salinas,CA,119,2012-05-01,282300
Vallejo,CA,120,2012-05-01,177900
Killeen,TX,123,2012-05-01,115100
Tallahassee,FL,133,2012-05-01,132400
Fayetteville,NC,135,2012-05-01,113800
Hickory,NC,136,2012-05-01,112300
Ocala,FL,142,2012-05-01,88800
Naples,FL,144,2012-05-01,204800
Utica,NY,153,2012-05-01,97200
San Luis Obispo,CA,160,2012-05-01,362800
Gainesville,FL,161,2012-05-01,110900
Santa Cruz,CA,162,2012-05-01,430400
Merced,CA,165,2012-05-01,114900
Wilmington,NC,166,2012-05-01,177700
Waco,TX,169,2012-05-01,122500
Amarillo,TX,171,2012-05-01,127900
Binghamton,NY,172,2012-05-01,NA
Crestview-Fort Walton Beach-Destin,FL,177,2012-05-01,187400
Chico,CA,184,2012-05-01,167200
Prescott,AZ,188,2012-05-01,155300
Tyler,TX,190,2012-05-01,148700
Lake Havasu City,AZ,198,2012-05-01,130200
Yuma,AZ,203,2012-05-01,109600
Panama City,FL,211,2012-05-01,141300
Kingston,NY,212,2012-05-01,NA
Redding,CA,217,2012-05-01,153800
El Centro,CA,219,2012-05-01,NA
Greenville,NC,223,2012-05-01,129100
Yuba City,CA,226,2012-05-01,137200
Abilene,TX,227,2012-05-01,NA
Punta Gorda,FL,233,2012-05-01,104900
Hanford,CA,246,2012-05-01,130900
Rocky Mount,NC,248,2012-05-01,NA
Burlington,NC,250,2012-05-01,119900
Madera,CA,251,2012-05-01,131000
Midland,TX,262,2012-05-01,NA
Homosassa Springs,FL,263,2012-05-01,81900
Vero Beach,FL,267,2012-05-01,119400
Odessa,TX,268,2012-05-01,NA
Napa,CA,269,2012-05-01,333600
Eureka,CA,271,2012-05-01,213400
Flagstaff,AZ,273,2012-05-01,216000
Sierra Vista,AZ,278,2012-05-01,128700
Glens Falls,NY,281,2012-05-01,145900
New Bern,NC,285,2012-05-01,144100
Goldsboro,NC,290,2012-05-01,NA
Sherman,TX,294,2012-05-01,NA
Watertown,NY,300,2012-05-01,143500
Dunn,NC,304,2012-05-01,123700
Show Low,AZ,318,2012-05-01,138900
Ithaca,NY,327,2012-05-01,161900
Corning,NY,335,2012-05-01,90600
Sebring,FL,336,2012-05-01,74100
Truckee,CA,337,2012-05-01,241200
Shelby,NC,340,2012-05-01,63600
Victoria,TX,347,2012-05-01,139800
The Villages,FL,349,2012-05-01,169100
Elmira,NY,362,2012-05-01,86400
Pinehurst-Southern Pines,NC,365,2012-05-01,194300
Ukiah,CA,366,2012-05-01,220000
Huntsville,TX,377,2012-05-01,120300
Plattsburgh,NY,378,2012-05-01,129600
Wilson,NC,384,2012-05-01,NA
Olean,NY,386,2012-05-01,80200
Auburn,NY,387,2012-05-01,94900
Athens,TX,388,2012-05-01,NA
Palatka,FL,400,2012-05-01,NA
Mount Airy,NC,402,2012-05-01,73800
North Wilkesboro,NC,415,2012-05-01,NA
Forest City,NC,417,2012-05-01,NA
Lake City,FL,418,2012-05-01,91700
Morehead City,NC,422,2012-05-01,223700
Clearlake,CA,427,2012-05-01,122200
Red Bluff,CA,432,2012-05-01,NA
Hudson,NY,433,2012-05-01,168700
Oneonta,NY,436,2012-05-01,NA
Albemarle,NC,446,2012-05-01,105500
Batavia,NY,450,2012-05-01,97500
Oxford,NC,451,2012-05-01,131500
Kinston,NC,453,2012-05-01,NA
Sonora,CA,458,2012-05-01,140100
Payson,AZ,464,2012-05-01,NA
Boone,NC,478,2012-05-01,NA
Kerrville,TX,483,2012-05-01,171400
Cortland,NY,486,2012-05-01,127900
Nogales,AZ,493,2012-05-01,84100
Marion,NC,511,2012-05-01,NA
El Campo,TX,535,2012-05-01,NA
Cullowhee,NC,541,2012-05-01,NA
Okeechobee,FL,545,2012-05-01,NA
Clewiston,FL,549,2012-05-01,NA
Gainesville,TX,554,2012-05-01,NA
Kill Devil Hills,NC,555,2012-05-01,NA
Stephenville,TX,557,2012-05-01,107800
Safford,AZ,561,2012-05-01,NA
Seneca Falls,NY,573,2012-05-01,NA
Brenham,TX,578,2012-05-01,NA
Brevard,NC,580,2012-05-01,147100
Crescent City,CA,595,2012-05-01,NA
Borger,TX,618,2012-05-01,NA
New York,NY,1,2012-06-01,355300
Los Angeles-Long Beach-Anaheim,CA,2,2012-06-01,344600
Dallas-Fort Worth,TX,4,2012-06-01,156900
Houston,TX,6,2012-06-01,154300
Miami-Fort Lauderdale,FL,8,2012-06-01,135500
San Francisco,CA,11,2012-06-01,384000
Riverside,CA,12,2012-06-01,175500
Phoenix,AZ,13,2012-06-01,121800
San Diego,CA,16,2012-06-01,327100
Tampa,FL,18,2012-06-01,105800
Charlotte,NC,23,2012-06-01,146800
Sacramento,CA,24,2012-06-01,184000
San Antonio,TX,25,2012-06-01,151200
Orlando,FL,26,2012-06-01,112400
San Jose,CA,33,2012-06-01,505900
Austin,TX,34,2012-06-01,203200
Jacksonville,FL,39,2012-06-01,101600
Buffalo,NY,46,2012-06-01,118900
Raleigh,NC,47,2012-06-01,170900
Rochester,NY,50,2012-06-01,120300
Tucson,AZ,52,2012-06-01,133500
Fresno,CA,55,2012-06-01,137600
Albany,NY,59,2012-06-01,184300
Bakersfield,CA,62,2012-06-01,120300
Ventura,CA,65,2012-06-01,357800
El Paso,TX,67,2012-06-01,119200
Greensboro,NC,71,2012-06-01,113000
North Port-Sarasota-Bradenton,FL,73,2012-06-01,145800
Stockton,CA,75,2012-06-01,152300
Syracuse,NY,77,2012-06-01,118800
Winston-Salem,NC,79,2012-06-01,113000
Fort Myers,FL,82,2012-06-01,122800
Lakeland,FL,86,2012-06-01,91000
Daytona Beach,FL,88,2012-06-01,111900
Melbourne,FL,95,2012-06-01,106000
Modesto,CA,100,2012-06-01,134000
Durham,NC,102,2012-06-01,171200
Santa Rosa,CA,103,2012-06-01,307700
Pensacola,FL,108,2012-06-01,128600
Visalia,CA,109,2012-06-01,116100
Asheville,NC,114,2012-06-01,NA
Port St. Lucie,FL,115,2012-06-01,110900
Santa Maria-Santa Barbara,CA,116,2012-06-01,319100
Salinas,CA,119,2012-06-01,260100
Vallejo,CA,120,2012-06-01,179700
Killeen,TX,123,2012-06-01,115500
Tallahassee,FL,133,2012-06-01,134800
Fayetteville,NC,135,2012-06-01,113800
Hickory,NC,136,2012-06-01,112000
Ocala,FL,142,2012-06-01,87200
Naples,FL,144,2012-06-01,213200
Utica,NY,153,2012-06-01,97800
San Luis Obispo,CA,160,2012-06-01,368800
Gainesville,FL,161,2012-06-01,110000
Santa Cruz,CA,162,2012-06-01,406400
Merced,CA,165,2012-06-01,112400
Wilmington,NC,166,2012-06-01,174800
Waco,TX,169,2012-06-01,118400
Amarillo,TX,171,2012-06-01,126300
Binghamton,NY,172,2012-06-01,NA
Crestview-Fort Walton Beach-Destin,FL,177,2012-06-01,195200
Chico,CA,184,2012-06-01,172900
Prescott,AZ,188,2012-06-01,154900
Tyler,TX,190,2012-06-01,146900
Lake Havasu City,AZ,198,2012-06-01,128000
Yuma,AZ,203,2012-06-01,109200
Panama City,FL,211,2012-06-01,152200
Kingston,NY,212,2012-06-01,NA
Redding,CA,217,2012-06-01,162500
El Centro,CA,219,2012-06-01,NA
Greenville,NC,223,2012-06-01,122600
Yuba City,CA,226,2012-06-01,132300
Abilene,TX,227,2012-06-01,NA
Punta Gorda,FL,233,2012-06-01,104500
Hanford,CA,246,2012-06-01,134100
Rocky Mount,NC,248,2012-06-01,NA
Burlington,NC,250,2012-06-01,115300
Madera,CA,251,2012-06-01,129500
Midland,TX,262,2012-06-01,NA
Homosassa Springs,FL,263,2012-06-01,85200
Vero Beach,FL,267,2012-06-01,121600
Odessa,TX,268,2012-06-01,NA
Napa,CA,269,2012-06-01,328800
Eureka,CA,271,2012-06-01,225600
Flagstaff,AZ,273,2012-06-01,214900
Sierra Vista,AZ,278,2012-06-01,130600
Glens Falls,NY,281,2012-06-01,145200
New Bern,NC,285,2012-06-01,139300
Goldsboro,NC,290,2012-06-01,NA
Sherman,TX,294,2012-06-01,NA
Watertown,NY,300,2012-06-01,130300
Dunn,NC,304,2012-06-01,130200
Show Low,AZ,318,2012-06-01,129100
Ithaca,NY,327,2012-06-01,163700
Corning,NY,335,2012-06-01,94300
Sebring,FL,336,2012-06-01,71500
Truckee,CA,337,2012-06-01,248000
Shelby,NC,340,2012-06-01,62300
Victoria,TX,347,2012-06-01,136900
The Villages,FL,349,2012-06-01,174000
Elmira,NY,362,2012-06-01,94100
Pinehurst-Southern Pines,NC,365,2012-06-01,200200
Ukiah,CA,366,2012-06-01,222800
Huntsville,TX,377,2012-06-01,134800
Plattsburgh,NY,378,2012-06-01,116700
Wilson,NC,384,2012-06-01,NA
Olean,NY,386,2012-06-01,74700
Auburn,NY,387,2012-06-01,88500
Athens,TX,388,2012-06-01,NA
Palatka,FL,400,2012-06-01,NA
Mount Airy,NC,402,2012-06-01,81200
North Wilkesboro,NC,415,2012-06-01,NA
Forest City,NC,417,2012-06-01,NA
Lake City,FL,418,2012-06-01,90600
Morehead City,NC,422,2012-06-01,246700
Clearlake,CA,427,2012-06-01,118700
Red Bluff,CA,432,2012-06-01,NA
Hudson,NY,433,2012-06-01,182800
Oneonta,NY,436,2012-06-01,NA
Albemarle,NC,446,2012-06-01,88600
Batavia,NY,450,2012-06-01,99100
Oxford,NC,451,2012-06-01,139900
Kinston,NC,453,2012-06-01,NA
Sonora,CA,458,2012-06-01,146100
Payson,AZ,464,2012-06-01,NA
Boone,NC,478,2012-06-01,NA
Kerrville,TX,483,2012-06-01,168800
Cortland,NY,486,2012-06-01,114500
Nogales,AZ,493,2012-06-01,79500
Marion,NC,511,2012-06-01,NA
El Campo,TX,535,2012-06-01,NA
Cullowhee,NC,541,2012-06-01,NA
Okeechobee,FL,545,2012-06-01,85600
Clewiston,FL,549,2012-06-01,NA
Gainesville,TX,554,2012-06-01,NA
Kill Devil Hills,NC,555,2012-06-01,NA
Stephenville,TX,557,2012-06-01,106600
Safford,AZ,561,2012-06-01,NA
Seneca Falls,NY,573,2012-06-01,NA
Brenham,TX,578,2012-06-01,NA
Brevard,NC,580,2012-06-01,178200
Crescent City,CA,595,2012-06-01,NA
Borger,TX,618,2012-06-01,NA
New York,NY,1,2012-07-01,355500
Los Angeles-Long Beach-Anaheim,CA,2,2012-07-01,348700
Dallas-Fort Worth,TX,4,2012-07-01,158700
Houston,TX,6,2012-07-01,155200
Miami-Fort Lauderdale,FL,8,2012-07-01,135400
San Francisco,CA,11,2012-07-01,400500
Riverside,CA,12,2012-07-01,176900
Phoenix,AZ,13,2012-07-01,123400
San Diego,CA,16,2012-07-01,331900
Tampa,FL,18,2012-07-01,107200
Charlotte,NC,23,2012-07-01,147400
Sacramento,CA,24,2012-07-01,187000
San Antonio,TX,25,2012-07-01,152100
Orlando,FL,26,2012-07-01,114200
San Jose,CA,33,2012-07-01,528300
Austin,TX,34,2012-07-01,205300
Jacksonville,FL,39,2012-07-01,101800
Buffalo,NY,46,2012-07-01,120500
Raleigh,NC,47,2012-07-01,168500
Rochester,NY,50,2012-07-01,118800
Tucson,AZ,52,2012-07-01,133400
Fresno,CA,55,2012-07-01,137700
Albany,NY,59,2012-07-01,184400
Bakersfield,CA,62,2012-07-01,120100
Ventura,CA,65,2012-07-01,358800
El Paso,TX,67,2012-07-01,118300
Greensboro,NC,71,2012-07-01,114800
North Port-Sarasota-Bradenton,FL,73,2012-07-01,144700
Stockton,CA,75,2012-07-01,151700
Syracuse,NY,77,2012-07-01,118600
Winston-Salem,NC,79,2012-07-01,116200
Fort Myers,FL,82,2012-07-01,122200
Lakeland,FL,86,2012-07-01,92900
Daytona Beach,FL,88,2012-07-01,110300
Melbourne,FL,95,2012-07-01,107400
Modesto,CA,100,2012-07-01,134200
Durham,NC,102,2012-07-01,174400
Santa Rosa,CA,103,2012-07-01,312300
Pensacola,FL,108,2012-07-01,129400
Visalia,CA,109,2012-07-01,113500
Asheville,NC,114,2012-07-01,NA
Port St. Lucie,FL,115,2012-07-01,110400
Santa Maria-Santa Barbara,CA,116,2012-07-01,347300
Salinas,CA,119,2012-07-01,273800
Vallejo,CA,120,2012-07-01,180400
Killeen,TX,123,2012-07-01,113000
Tallahassee,FL,133,2012-07-01,137500
Fayetteville,NC,135,2012-07-01,108900
Hickory,NC,136,2012-07-01,108600
Ocala,FL,142,2012-07-01,88000
Naples,FL,144,2012-07-01,212200
Utica,NY,153,2012-07-01,98400
San Luis Obispo,CA,160,2012-07-01,376600
Gainesville,FL,161,2012-07-01,112700
Santa Cruz,CA,162,2012-07-01,435700
Merced,CA,165,2012-07-01,114400
Wilmington,NC,166,2012-07-01,168000
Waco,TX,169,2012-07-01,119300
Amarillo,TX,171,2012-07-01,127100
Binghamton,NY,172,2012-07-01,NA
Crestview-Fort Walton Beach-Destin,FL,177,2012-07-01,199600
Chico,CA,184,2012-07-01,172300
Prescott,AZ,188,2012-07-01,161900
Tyler,TX,190,2012-07-01,150700
Lake Havasu City,AZ,198,2012-07-01,126100
